-.10881,.66830,-1.44107	-.09279,.51924,-.29511
-.10881,.66830,-1.44107	-.09194,.51971,-.29228
-.10881,.66830,-1.44107	-.09089,.52093,-.28766
-.10881,.66830,-1.44107	-.09063,.52134,-.28641
-.10881,.66830,-1.44107	-.09012,.52210,-.28398
-.10881,.66830,-1.44107	-.08858,.52369,-.27678
-.10881,.66830,-1.44107	-.08843,.52379,-.27603
-.10881,.66830,-1.44107	-.08831,.52386,-.27543
-.10881,.66830,-1.44107	-.08783,.52411,-.27298
-.10881,.66830,-1.44107	-.08732,.52432,-.27014
-.10881,.66830,-1.44107	-.08665,.52441,-.26574
-.10881,.66830,-1.44107	-.08652,.52439,-.26474
-.10881,.66830,-1.44107	-.08628,.52423,-.26224
-.10881,.66830,-1.44107	-.08610,.52393,-.25930
-.10881,.66830,-1.44107	-.08610,.52346,-.25441
-.10881,.66830,-1.44107	-.08613,.52340,-.25356
-.10881,.66830,-1.44107	-.08633,.52315,-.25076
-.03435,.66669,-1.31684	-.08744,.52214,-.24226
-.03435,.66669,-1.31684	-.08762,.52202,-.24127
-.03435,.66669,-1.31684	-.08781,.52192,-.24027
-.03435,.66669,-1.31684	-.08836,.52170,-.23773
-.03230,.66608,-1.30483	-.08923,.52149,-.23439
-.03230,.66608,-1.30483	-.09110,.52116,-.22863
-.03230,.66608,-1.30483	-.09154,.52110,-.22746
-.03230,.66608,-1.30483	-.09298,.52091,-.22394
-.03105,.66270,-1.30002	-.09459,.52073,-.22039
-.03183,.66528,-1.29257	-.09801,.52040,-.21359
-.03242,.66519,-1.28562	-.09871,.52030,-.21225
-.03242,.66519,-1.28562	-.10022,.52009,-.20950
-.03453,.66371,-1.27655	-.10229,.51974,-.20592
-.03453,.66371,-1.27655	-.10672,.51897,-.19852
-.03453,.66371,-1.27655	-.10735,.51888,-.19750
-.03453,.66371,-1.27655	-.10918,.51859,-.19456
-.03453,.66371,-1.27655	-.11121,.51830,-.19143
-.03453,.66371,-1.27655	-.11513,.51790,-.18564
-.03453,.66371,-1.27655	-.11610,.51787,-.18426
-.03453,.66371,-1.27655	-.11853,.51793,-.18087
-.03453,.66371,-1.27655	-.12117,.51818,-.17741
-.03453,.66371,-1.27655	-.12562,.51869,-.17209
-.03453,.66371,-1.27655	-.12672,.51879,-.17084
-.03453,.66371,-1.27655	-.12961,.51909,-.16768
-.03453,.66371,-1.27655	-.13265,.51936,-.16445
-.03453,.66371,-1.27655	-.13919,.51970,-.15788
-.03453,.66371,-1.27655	-.14008,.51971,-.15701
-.03453,.66371,-1.27655	-.14250,.51967,-.15469
-.03453,.66371,-1.27655	-.14585,.51947,-.15153
-.03453,.66371,-1.27655	-.15150,.51878,-.14621
-.03453,.66371,-1.27655	-.15305,.51852,-.14473
-.03453,.66371,-1.27655	-.15627,.51792,-.14165
-.03453,.66371,-1.27655	-.15964,.51721,-.13835
-.03453,.66371,-1.27655	-.16552,.51582,-.13227
-.03453,.66371,-1.27655	-.16667,.51558,-.13110
-.03453,.66371,-1.27655	-.16955,.51508,-.12813
-.03453,.66371,-1.27655	-.17284,.51472,-.12477
-.03453,.66371,-1.27655	-.17951,.51438,-.11831
-.03453,.66371,-1.27655	-.18053,.51430,-.11733
-.03453,.66371,-1.27655	-.18282,.51412,-.11523
-.03453,.66371,-1.27655	-.18647,.51387,-.11214
-.03453,.66371,-1.27655	-.19108,.51347,-.10846
-.03453,.66371,-1.27655	-.19219,.51338,-.10760
-.03453,.66371,-1.27655	-.19528,.51312,-.10529
-.03453,.66371,-1.27655	-.19847,.51283,-.10296
-.03453,.66371,-1.27655	-.20359,.51221,-.09938
-.03453,.66371,-1.27655	-.20462,.51205,-.09867
-.03453,.66371,-1.27655	-.20757,.51151,-.09663
-.03453,.66371,-1.27655	-.21029,.51088,-.09469
-.03453,.66371,-1.27655	-.21435,.50984,-.09157
-.03453,.66371,-1.27655	-.21809,.50896,-.08833
-.03453,.66371,-1.27655	-.21862,.50885,-.08783
-.03453,.66371,-1.27655	-.21946,.50867,-.08702
-.03453,.66371,-1.27655	-.22198,.50815,-.08442
-.03453,.66371,-1.27655	-.22253,.50804,-.08379
-.03453,.66371,-1.27655	-.22381,.50776,-.08226
-.03453,.66371,-1.27655	-.22505,.50744,-.08062
-.03453,.66371,-1.27655	-.22685,.50692,-.07792
-.03453,.66371,-1.27655	-.22715,.50684,-.07742
-.03453,.66371,-1.27655	-.22800,.50659,-.07597
-.17944,.63896,-1.11151	-.22879,.50630,-.07447
-.17944,.63896,-1.11151	-.22974,.50567,-.07225
-.17944,.63896,-1.11151	-.22991,.50549,-.07173
-.17944,.63896,-1.11151	-.23046,.50438,-.06919
-.18583,.63676,-1.10609	-.23048,.50421,-.06887
-.18583,.63676,-1.10609	-.23042,.50324,-.06720
-.19718,.63258,-1.10123	-.23035,.50297,-.06679
-.19718,.63258,-1.10123	-.23004,.50212,-.06563
-.19718,.63258,-1.10123	-.22958,.50119,-.06453
-.20347,.62976,-1.09876	-.22848,.49953,-.06264
-.20909,.62536,-1.09542	-.22817,.49915,-.06220
-.20909,.62536,-1.09542	-.22724,.49812,-.06093
-.20439,.63063,-1.09462	-.22624,.49716,-.05969
-.20439,.63063,-1.09462	-.22450,.49562,-.05766
-.20439,.63063,-1.09462	-.22395,.49516,-.05703
-.20439,.63063,-1.09462	-.22117,.49348,-.05406
-.20439,.63063,-1.09462	-.22075,.49332,-.05364
-.20439,.63063,-1.09462	-.21861,.49270,-.05164
-.20439,.63063,-1.09462	-.21795,.49255,-.05107
-.20439,.63063,-1.09462	-.21635,.49225,-.04979
-.20439,.63063,-1.09462	-.21448,.49194,-.04843
-.20439,.63063,-1.09462	-.21112,.49157,-.04628
-.20439,.63063,-1.09462	-.21031,.49153,-.04581
-.20439,.63063,-1.09462	-.20793,.49151,-.04447
-.20439,.63063,-1.09462	-.20530,.49158,-.04307
-.20439,.63063,-1.09462	-.20139,.49168,-.04107
-.20439,.63063,-1.09462	-.20051,.49170,-.04063
-.20439,.63063,-1.09462	-.19792,.49176,-.03935
-.20439,.63063,-1.09462	-.19008,.49149,-.03553
-.20439,.63063,-1.09462	-.18889,.49134,-.03496
-.20439,.63063,-1.09462	-.18797,.49120,-.03452
-.20439,.63063,-1.09462	-.18642,.49093,-.03376
-.20439,.63063,-1.09462	-.18338,.49035,-.03221
-.20439,.63063,-1.09462	-.17856,.48941,-.02954
-.20439,.63063,-1.09462	-.17728,.48915,-.02876
-.20439,.63063,-1.09462	-.17434,.48857,-.02689
-.20439,.63063,-1.09462	-.17154,.48799,-.02497
-.20439,.63063,-1.09462	-.16694,.48716,-.02156
-.20439,.63063,-1.09462	-.16583,.48703,-.02069
-.20439,.63063,-1.09462	-.16296,.48687,-.01841
-.20439,.63063,-1.09462	-.15576,.48706,-.01258
-.20439,.63063,-1.09462	-.15502,.48709,-.01198
-.20439,.63063,-1.09462	-.15434,.48712,-.01145
-.20439,.63063,-1.09462	-.15215,.48720,-.00974
-.20439,.63063,-1.09462	-.14935,.48729,-.00759
-.20439,.63063,-1.09462	-.14481,.48749,-.00416
-.20439,.63063,-1.09462	-.14347,.48757,-.00315
-.20439,.63063,-1.09462	-.14104,.48772,-.00132
-.20439,.63063,-1.09462	-.13813,.48788,.00086
-.20439,.63063,-1.09462	-.13322,.48798,.00449
-.20439,.63063,-1.09462	-.12877,.48778,.00780
-.20439,.63063,-1.09462	-.12608,.48755,.00979
-.20439,.63063,-1.09462	-.12487,.48742,.01070
-.20439,.63063,-1.09462	-.12098,.48688,.01366
-.20439,.63063,-1.09462	-.12006,.48674,.01437
-.20439,.63063,-1.09462	-.11695,.48619,.01673
-.20439,.63063,-1.09462	-.10880,.48459,.02297
-.20439,.63063,-1.09462	-.10794,.48440,.02363
-.20439,.63063,-1.09462	-.10717,.48423,.02422
-.20439,.63063,-1.09462	-.10454,.48358,.02622
-.15493,.56532,-1.01846	-.10139,.48267,.02859
-.16605,.55626,-1.02689	-.09607,.48079,.03250
-.14001,.56425,-1.01404	-.09500,.48037,.03326
-.14001,.56425,-1.01404	-.09186,.47910,.03552
-.13655,.56646,-1.01397	-.08872,.47783,.03780
-.13655,.56646,-1.01397	-.08254,.47553,.04241
-.13655,.56646,-1.01397	-.08160,.47518,.04312
-.13655,.56646,-1.01397	-.07948,.47438,.04476
-.12652,.56617,-1.01148	-.07670,.47341,.04701
-.12652,.56617,-1.01148	-.07232,.47225,.05085
-.12652,.56617,-1.01148	-.07143,.47209,.05167
-.12652,.56617,-1.01148	-.06913,.47172,.05389
-.12652,.56617,-1.01148	-.06670,.47139,.05638
-.12652,.56617,-1.01148	-.06340,.47120,.05993
-.12652,.56617,-1.01148	-.06284,.47125,.06055
-.12652,.56617,-1.01148	-.06125,.47159,.06221
-.12652,.56617,-1.01148	-.05977,.47228,.06379
-.12652,.56617,-1.01148	-.05777,.47423,.06640
-.12652,.56617,-1.01148	-.05626,.47651,.06901
-.12652,.56617,-1.01148	-.05580,.47726,.06993
-.12652,.56617,-1.01148	-.05530,.47805,.07097
-.12652,.56617,-1.01148	-.05405,.47998,.07426
-.12652,.56617,-1.01148	-.05369,.48047,.07532
-.12652,.56617,-1.01148	-.05313,.48114,.07736
-.12652,.56617,-1.01148	-.05256,.48162,.07998
-.12652,.56617,-1.01148	-.05187,.48173,.08458
-.12652,.56617,-1.01148	-.05176,.48163,.08582
-.12652,.56617,-1.01148	-.05157,.48128,.08866
-.12652,.56617,-1.01148	-.05150,.48080,.09175
-.12652,.56617,-1.01148	-.05167,.47993,.09731
-.12652,.56617,-1.01148	-.05205,.47938,.10145
-.12652,.56617,-1.01148	-.05218,.47925,.10248
-.12652,.56617,-1.01148	-.05251,.47895,.10465
-.12652,.56617,-1.01148	-.05349,.47816,.10966
-.12652,.56617,-1.01148	-.05370,.47801,.11055
-.12652,.56617,-1.01148	-.05481,.47737,.11441
-.12652,.56617,-1.01148	-.05545,.47705,.11627
-.12652,.56617,-1.01148	-.05716,.47626,.12042
-.12652,.56617,-1.01148	-.05760,.47608,.12134
-.12652,.56617,-1.01148	-.05886,.47566,.12384
-.12652,.56617,-1.01148	-.06037,.47526,.12656
-.12652,.56617,-1.01148	-.06276,.47478,.13051
-.12652,.56617,-1.01148	-.06342,.47468,.13155
-.12652,.56617,-1.01148	-.06705,.47454,.13717
-.12652,.56617,-1.01148	-.06778,.47459,.13830
-.12652,.56617,-1.01148	-.07093,.47506,.14313
-.12652,.56617,-1.01148	-.07152,.47519,.14404
-.12652,.56617,-1.01148	-.07299,.47552,.14630
-.12652,.56617,-1.01148	-.07518,.47609,.14964
-.12652,.56617,-1.01148	-.07896,.47705,.15524
-.12652,.56617,-1.01148	-.08028,.47734,.15714
-.12652,.56617,-1.01148	-.08267,.47779,.16053
-.12652,.56617,-1.01148	-.08526,.47819,.16413
-.12652,.56617,-1.01148	-.09020,.47883,.17071
-.12652,.56617,-1.01148	-.09427,.47922,.17592
-.12652,.56617,-1.01148	-.09755,.47947,.18001
-.12652,.56617,-1.01148	-.09877,.47955,.18151
-.12652,.56617,-1.01148	-.10284,.47978,.18649
-.12652,.56617,-1.01148	-.10405,.47982,.18796
-.12652,.56617,-1.01148	-.10744,.47984,.19202
-.12652,.56617,-1.01148	-.11059,.47975,.19576
-.09907,.53980,-.86394	-.11660,.47953,.20282
-.09907,.53980,-.86394	-.11782,.47951,.20425
-.09907,.53980,-.86394	-.12100,.47953,.20794
-.10145,.53776,-.85833	-.12444,.47962,.21186
-.10145,.53776,-.85833	-.12978,.47980,.21781
-.10472,.53276,-.84613	-.13112,.47981,.21929
-.10472,.53276,-.84613	-.13458,.47978,.22315
-.10472,.53276,-.84613	-.14225,.47951,.23191
-.10472,.53276,-.84613	-.14294,.47950,.23273
-.10472,.53276,-.84613	-.14349,.47950,.23338
-.10472,.53276,-.84613	-.14579,.47953,.23619
-.10472,.53276,-.84613	-.14821,.47975,.23931
-.10472,.53276,-.84613	-.15180,.48051,.24432
-.10472,.53276,-.84613	-.15235,.48055,.24527
-.10472,.53276,-.84613	-.15409,.48080,.24839
-.10472,.53276,-.84613	-.15556,.48102,.25134
-.10472,.53276,-.84613	-.15725,.48136,.25514
-.10472,.53276,-.84613	-.15726,.48141,.25511
-.10472,.53276,-.84613	-.15729,.48158,.25501
-.10472,.53276,-.84613	-.15737,.48169,.25498
-.10472,.53276,-.84613	-.15776,.48158,.25514
-.10472,.53276,-.84613	-.15781,.48157,.25519
-.10472,.53276,-.84613	-.15797,.48146,.25528
-.10472,.53276,-.84613	-.15820,.48133,.25542
-.10472,.53276,-.84613	-.15869,.48118,.25563
-.10472,.53276,-.84613	-.15888,.48110,.25570
-.10472,.53276,-.84613	-.15930,.48099,.25587
-.10472,.53276,-.84613	-.15984,.48084,.25609
-.10472,.53276,-.84613	-.16072,.48032,.25655
-.10472,.53276,-.84613	-.16084,.48026,.25666
-.10472,.53276,-.84613	-.16133,.47982,.25702
-.10472,.53276,-.84613	-.16184,.47934,.25734
-.10472,.53276,-.84613	-.16256,.47910,.25758
-.10472,.53276,-.84613	-.16264,.47913,.25758
-.10472,.53276,-.84613	-.16276,.47920,.25756
-.10472,.53276,-.84613	-.16295,.47938,.25749
-.10803,.52924,-.83733	-.16321,.47964,.25739
-.10803,.52924,-.83733	-.16322,.47965,.25738
-.10803,.52924,-.83733	-.16334,.47979,.25733
-.10803,.52924,-.83733	-.16340,.47988,.25729
-.10803,.52924,-.83733	-.16339,.47994,.25725
-.10803,.52924,-.83733	-.16337,.47994,.25725
-.10803,.52924,-.83733	-.16334,.47992,.25726
-.10803,.52924,-.83733	-.16333,.47983,.25731
-.10803,.52924,-.83733	-.16325,.47955,.25745
-.10803,.52924,-.83733	-.16316,.47940,.25752
-.10803,.52924,-.83733	-.16312,.47935,.25754
-.10803,.52924,-.83733	-.16293,.47915,.25761
-.10803,.52924,-.83733	-.16251,.47881,.25772
-.10803,.52924,-.83733	-.16238,.47874,.25774
-.10803,.52924,-.83733	-.16203,.47858,.25774
-.10803,.52924,-.83733	-.16164,.47847,.25772
-.10803,.52924,-.83733	-.16085,.47847,.25757
-.10803,.52924,-.83733	-.16071,.47848,.25750
-.10803,.52924,-.83733	-.16023,.47854,.25738
-.10803,.52924,-.83733	-.15968,.47856,.25728
-.10803,.52924,-.83733	-.15895,.47854,.25711
-.10803,.52924,-.83733	-.15842,.47854,.25702
-.10638,.47383,-.76228	-.15830,.47853,.25699
-.10638,.47383,-.76228	-.15811,.47851,.25694
-.10638,.47383,-.76228	-.15757,.47828,.25697
-.10638,.47383,-.76228	-.11234,.47383,.13146
-.10638,.47383,-.76228	-.10834,.47347,.12661
-.10638,.47383,-.76228	-.10464,.47310,.12210
-.10638,.47383,-.76228	-.09826,.47255,.11429
-.10638,.47383,-.76228	-.09406,.47223,.10899
.01935,.61432,-1.22556	.01408,.47570,-.18295
.01935,.61432,-1.22556	.02657,.47550,-.18289
.02887,.61451,-1.22850	.03592,.47551,-.18267
.02887,.61451,-1.22850	.03896,.47553,-.18261
.02887,.61451,-1.22850	.04397,.47556,-.18237
.02887,.61451,-1.22850	.05765,.47564,-.18146
.04371,.61583,-1.23087	.05979,.47565,-.18127
.04371,.61583,-1.23087	.06731,.47567,-.18061
.04371,.61583,-1.23087	.07535,.47557,-.17982
.04371,.61583,-1.23087	.08884,.47513,-.17841
.04371,.61583,-1.23087	.09211,.47496,-.17801
.04371,.61583,-1.23087	.09903,.47457,-.17720
.04371,.61583,-1.23087	.10707,.47405,-.17624
.04371,.61583,-1.23087	.11929,.47310,-.17471
.04371,.61583,-1.23087	.12281,.47280,-.17425
.04371,.61583,-1.23087	.13659,.47156,-.17250
.04371,.61583,-1.23087	.13888,.47136,-.17220
.04371,.61583,-1.23087	.14711,.47066,-.17120
.04371,.61583,-1.23087	.14962,.47049,-.17088
.04371,.61583,-1.23087	.15555,.47023,-.17009
.04371,.61583,-1.23087	.16124,.47026,-.16925
.04371,.61583,-1.23087	.17004,.47088,-.16788
.04371,.61583,-1.23087	.17184,.47109,-.16761
.04371,.61583,-1.23087	.17661,.47184,-.16684
.04371,.61583,-1.23087	.18122,.47275,-.16603
.04371,.61583,-1.23087	.18846,.47440,-.16461
.04371,.61583,-1.23087	.18971,.47471,-.16433
.04371,.61583,-1.23087	.19669,.47624,-.16272
.04371,.61583,-1.23087	.19791,.47648,-.16241
.04371,.61583,-1.23087	.20203,.47715,-.16129
.02887,.61451,-1.22850	.20314,.47729,-.16095
.02887,.61451,-1.22850	.20584,.47752,-.16008
.02887,.61451,-1.22850	.20824,.47757,-.15923
.02887,.61451,-1.22850	.21216,.47716,-.15769
.25850,.61907,-1.22355	.21286,.47698,-.15742
.25850,.61907,-1.22355	.21489,.47627,-.15659
.25850,.61907,-1.22355	.21667,.47533,-.15590
.25850,.61907,-1.22355	.21906,.47372,-.15487
.25850,.61907,-1.22355	.21952,.47339,-.15465
.25850,.61907,-1.22355	.22060,.47258,-.15410
.25850,.61907,-1.22355	.22253,.47093,-.15288
.25850,.61907,-1.22355	.22263,.47087,-.15277
.25850,.61907,-1.22355	.22276,.47080,-.15261
.25850,.61907,-1.22355	.22301,.47080,-.15218
.25850,.61907,-1.22355	.22325,.47099,-.15156
.25850,.61907,-1.22355	.22350,.47142,-.15064
.25850,.61907,-1.22355	.22354,.47150,-.15040
.25850,.61907,-1.22355	.22358,.47161,-.14990
.25850,.61907,-1.22355	.22359,.47164,-.14943
.25850,.61907,-1.22355	.22358,.47142,-.14872
.25850,.61907,-1.22355	.22357,.47123,-.14844
.25850,.61907,-1.22355	.22353,.47068,-.14783
.25850,.61907,-1.22355	.22352,.46976,-.14714
.25850,.61907,-1.22355	.22376,.46695,-.14608
.25850,.61907,-1.22355	.22384,.46650,-.14596
.25850,.61907,-1.22355	.22398,.46579,-.14576
.25850,.61907,-1.22355	.22434,.46450,-.14535
.25850,.61907,-1.22355	.22535,.46216,-.14463
.25850,.61907,-1.22355	.22555,.46181,-.14455
.25850,.61907,-1.22355	.22625,.46080,-.14435
.29796,.61918,-1.21071	.22719,.45987,-.14424
.29796,.61918,-1.21071	.22918,.45894,-.14430
.29925,.61779,-1.20964	.23001,.45885,-.14440
.29925,.61779,-1.20964	.23121,.45892,-.14455
.29925,.61779,-1.20964	.23271,.45913,-.14471
.30004,.61650,-1.20895	.23573,.45965,-.14510
.30004,.61650,-1.20895	.23918,.46016,-.14574
.30004,.61650,-1.20895	.23998,.46026,-.14589
.30004,.61650,-1.20895	.24160,.46044,-.14619
.30004,.61650,-1.20895	.24607,.46062,-.14690
.30004,.61650,-1.20895	.24725,.46061,-.14705
.30004,.61650,-1.20895	.25037,.46055,-.14735
.30004,.61650,-1.20895	.25392,.46049,-.14757
.30004,.61650,-1.20895	.26039,.46048,-.14798
.30004,.61650,-1.20895	.26178,.46048,-.14808
.30004,.61650,-1.20895	.26574,.46040,-.14834
.30004,.61650,-1.20895	.27014,.46026,-.14857
.30004,.61650,-1.20895	.27817,.46004,-.14887
.30004,.61650,-1.20895	.28520,.45994,-.14896
.30004,.61650,-1.20895	.28742,.45993,-.14904
